filename,label
adv_0_IMAGENET_3599_DeiT_B.png,0
adv_1_IMAGENET_3599_DeiT_B.png,0
adv_2_IMAGENET_3599_DeiT_B.png,487
adv_3_IMAGENET_3599_DeiT_B.png,0
adv_4_IMAGENET_3599_DeiT_B.png,727
adv_5_IMAGENET_3599_DeiT_B.png,783
adv_6_IMAGENET_3599_DeiT_B.png,914
adv_7_IMAGENET_3599_DeiT_B.png,530
adv_8_IMAGENET_3599_DeiT_B.png,413
adv_9_IMAGENET_3599_DeiT_B.png,761
adv_10_IMAGENET_3599_DeiT_B.png,527
adv_11_IMAGENET_3599_DeiT_B.png,915
adv_12_IMAGENET_3599_DeiT_B.png,0
adv_13_IMAGENET_3599_DeiT_B.png,614
adv_14_IMAGENET_3599_DeiT_B.png,847
adv_15_IMAGENET_3599_DeiT_B.png,821
adv_16_IMAGENET_3599_DeiT_B.png,0
adv_17_IMAGENET_3599_DeiT_B.png,856
adv_18_IMAGENET_3599_DeiT_B.png,128
adv_19_IMAGENET_3599_DeiT_B.png,906
adv_20_IMAGENET_3599_DeiT_B.png,636
adv_21_IMAGENET_3599_DeiT_B.png,657
adv_22_IMAGENET_3599_DeiT_B.png,558
adv_23_IMAGENET_3599_DeiT_B.png,478
adv_24_IMAGENET_3599_DeiT_B.png,556
adv_25_IMAGENET_3599_DeiT_B.png,0
adv_26_IMAGENET_3599_DeiT_B.png,973
adv_27_IMAGENET_3599_DeiT_B.png,559
adv_28_IMAGENET_3599_DeiT_B.png,635
adv_29_IMAGENET_3599_DeiT_B.png,785
adv_30_IMAGENET_3599_DeiT_B.png,569
adv_31_IMAGENET_3599_DeiT_B.png,530
adv_32_IMAGENET_3599_DeiT_B.png,517
adv_33_IMAGENET_3599_DeiT_B.png,111
adv_34_IMAGENET_3599_DeiT_B.png,866
adv_35_IMAGENET_3599_DeiT_B.png,657
adv_36_IMAGENET_3599_DeiT_B.png,147
adv_37_IMAGENET_3599_DeiT_B.png,148
adv_38_IMAGENET_3599_DeiT_B.png,421
adv_39_IMAGENET_3599_DeiT_B.png,694
adv_40_IMAGENET_3599_DeiT_B.png,744
adv_41_IMAGENET_3599_DeiT_B.png,865
adv_42_IMAGENET_3599_DeiT_B.png,633
adv_43_IMAGENET_3599_DeiT_B.png,0
adv_44_IMAGENET_3599_DeiT_B.png,407
adv_45_IMAGENET_3599_DeiT_B.png,971
adv_46_IMAGENET_3599_DeiT_B.png,487
adv_47_IMAGENET_3599_DeiT_B.png,0
adv_48_IMAGENET_3599_DeiT_B.png,148
adv_49_IMAGENET_3599_DeiT_B.png,558
adv_50_IMAGENET_3599_DeiT_B.png,413
adv_51_IMAGENET_3599_DeiT_B.png,976
adv_52_IMAGENET_3599_DeiT_B.png,821
adv_53_IMAGENET_3599_DeiT_B.png,847
adv_54_IMAGENET_3599_DeiT_B.png,447
adv_55_IMAGENET_3599_DeiT_B.png,556
adv_56_IMAGENET_3599_DeiT_B.png,590
adv_57_IMAGENET_3599_DeiT_B.png,615
adv_58_IMAGENET_3599_DeiT_B.png,556
adv_59_IMAGENET_3599_DeiT_B.png,128
adv_60_IMAGENET_3599_DeiT_B.png,596
adv_61_IMAGENET_3599_DeiT_B.png,976
adv_62_IMAGENET_3599_DeiT_B.png,468
adv_63_IMAGENET_3599_DeiT_B.png,877
adv_64_IMAGENET_3599_DeiT_B.png,0
adv_65_IMAGENET_3599_DeiT_B.png,461
adv_66_IMAGENET_3599_DeiT_B.png,0
adv_67_IMAGENET_3599_DeiT_B.png,652
adv_68_IMAGENET_3599_DeiT_B.png,624
adv_69_IMAGENET_3599_DeiT_B.png,457
adv_70_IMAGENET_3599_DeiT_B.png,509
adv_71_IMAGENET_3599_DeiT_B.png,732
adv_72_IMAGENET_3599_DeiT_B.png,486
adv_73_IMAGENET_3599_DeiT_B.png,558
adv_74_IMAGENET_3599_DeiT_B.png,439
adv_75_IMAGENET_3599_DeiT_B.png,403
adv_76_IMAGENET_3599_DeiT_B.png,594
adv_77_IMAGENET_3599_DeiT_B.png,485
adv_78_IMAGENET_3599_DeiT_B.png,0
adv_79_IMAGENET_3599_DeiT_B.png,750
adv_80_IMAGENET_3599_DeiT_B.png,677
adv_81_IMAGENET_3599_DeiT_B.png,111
adv_82_IMAGENET_3599_DeiT_B.png,531
adv_83_IMAGENET_3599_DeiT_B.png,0
adv_84_IMAGENET_3599_DeiT_B.png,744
adv_85_IMAGENET_3599_DeiT_B.png,718
adv_86_IMAGENET_3599_DeiT_B.png,912
adv_87_IMAGENET_3599_DeiT_B.png,413
adv_88_IMAGENET_3599_DeiT_B.png,540
adv_89_IMAGENET_3599_DeiT_B.png,752
adv_90_IMAGENET_3599_DeiT_B.png,583
adv_91_IMAGENET_3599_DeiT_B.png,545
adv_92_IMAGENET_3599_DeiT_B.png,470
adv_93_IMAGENET_3599_DeiT_B.png,978
adv_94_IMAGENET_3599_DeiT_B.png,535
adv_95_IMAGENET_3599_DeiT_B.png,879
adv_96_IMAGENET_3599_DeiT_B.png,615
adv_97_IMAGENET_3599_DeiT_B.png,626
adv_98_IMAGENET_3599_DeiT_B.png,0
adv_99_IMAGENET_3599_DeiT_B.png,812
adv_100_IMAGENET_3599_DeiT_B.png,507
adv_101_IMAGENET_3599_DeiT_B.png,613
adv_102_IMAGENET_3599_DeiT_B.png,833
adv_103_IMAGENET_3599_DeiT_B.png,848
adv_104_IMAGENET_3599_DeiT_B.png,128
adv_105_IMAGENET_3599_DeiT_B.png,0
adv_106_IMAGENET_3599_DeiT_B.png,818
adv_107_IMAGENET_3599_DeiT_B.png,780
adv_108_IMAGENET_3599_DeiT_B.png,0
adv_109_IMAGENET_3599_DeiT_B.png,971
adv_110_IMAGENET_3599_DeiT_B.png,0
adv_111_IMAGENET_3599_DeiT_B.png,527
adv_112_IMAGENET_3599_DeiT_B.png,148
adv_113_IMAGENET_3599_DeiT_B.png,556
adv_114_IMAGENET_3599_DeiT_B.png,0
adv_115_IMAGENET_3599_DeiT_B.png,0
adv_116_IMAGENET_3599_DeiT_B.png,979
adv_117_IMAGENET_3599_DeiT_B.png,879
adv_118_IMAGENET_3599_DeiT_B.png,0
adv_119_IMAGENET_3599_DeiT_B.png,0
adv_120_IMAGENET_3599_DeiT_B.png,636
adv_121_IMAGENET_3599_DeiT_B.png,703
adv_122_IMAGENET_3599_DeiT_B.png,710
adv_123_IMAGENET_3599_DeiT_B.png,556
adv_124_IMAGENET_3599_DeiT_B.png,718
adv_125_IMAGENET_3599_DeiT_B.png,652
adv_126_IMAGENET_3599_DeiT_B.png,0
adv_127_IMAGENET_3599_DeiT_B.png,752
adv_128_IMAGENET_3599_DeiT_B.png,149
adv_129_IMAGENET_3599_DeiT_B.png,892
adv_130_IMAGENET_3599_DeiT_B.png,487
adv_131_IMAGENET_3599_DeiT_B.png,409
adv_132_IMAGENET_3599_DeiT_B.png,0
adv_133_IMAGENET_3599_DeiT_B.png,61
adv_134_IMAGENET_3599_DeiT_B.png,596
adv_135_IMAGENET_3599_DeiT_B.png,0
adv_136_IMAGENET_3599_DeiT_B.png,844
adv_137_IMAGENET_3599_DeiT_B.png,586
adv_138_IMAGENET_3599_DeiT_B.png,622
adv_139_IMAGENET_3599_DeiT_B.png,111
adv_140_IMAGENET_3599_DeiT_B.png,777
adv_141_IMAGENET_3599_DeiT_B.png,530
adv_142_IMAGENET_3599_DeiT_B.png,915
adv_143_IMAGENET_3599_DeiT_B.png,0
adv_144_IMAGENET_3599_DeiT_B.png,810
adv_145_IMAGENET_3599_DeiT_B.png,378
adv_146_IMAGENET_3599_DeiT_B.png,848
adv_147_IMAGENET_3599_DeiT_B.png,408
adv_148_IMAGENET_3599_DeiT_B.png,516
adv_149_IMAGENET_3599_DeiT_B.png,111
adv_150_IMAGENET_3599_DeiT_B.png,517
adv_151_IMAGENET_3599_DeiT_B.png,107
adv_152_IMAGENET_3599_DeiT_B.png,507
adv_153_IMAGENET_3599_DeiT_B.png,764
adv_154_IMAGENET_3599_DeiT_B.png,171
adv_155_IMAGENET_3599_DeiT_B.png,460
adv_156_IMAGENET_3599_DeiT_B.png,848
adv_157_IMAGENET_3599_DeiT_B.png,111
adv_158_IMAGENET_3599_DeiT_B.png,405
adv_159_IMAGENET_3599_DeiT_B.png,0
adv_160_IMAGENET_3599_DeiT_B.png,652
adv_161_IMAGENET_3599_DeiT_B.png,464
adv_162_IMAGENET_3599_DeiT_B.png,0
