filename,label
ori_0_IMAGENET_3599_DeiT_B.png,487
ori_1_IMAGENET_3599_DeiT_B.png,771
ori_2_IMAGENET_3599_DeiT_B.png,590
ori_3_IMAGENET_3599_DeiT_B.png,763
ori_4_IMAGENET_3599_DeiT_B.png,646
ori_5_IMAGENET_3599_DeiT_B.png,666
ori_6_IMAGENET_3599_DeiT_B.png,867
ori_7_IMAGENET_3599_DeiT_B.png,771
ori_8_IMAGENET_3599_DeiT_B.png,764
ori_9_IMAGENET_3599_DeiT_B.png,487
ori_10_IMAGENET_3599_DeiT_B.png,695
ori_11_IMAGENET_3599_DeiT_B.png,413
ori_12_IMAGENET_3599_DeiT_B.png,821
ori_13_IMAGENET_3599_DeiT_B.png,761
ori_14_IMAGENET_3599_DeiT_B.png,403
ori_15_IMAGENET_3599_DeiT_B.png,888
ori_16_IMAGENET_3599_DeiT_B.png,465
ori_17_IMAGENET_3599_DeiT_B.png,471
ori_18_IMAGENET_3599_DeiT_B.png,510
ori_19_IMAGENET_3599_DeiT_B.png,734
ori_20_IMAGENET_3599_DeiT_B.png,414
ori_21_IMAGENET_3599_DeiT_B.png,744
ori_22_IMAGENET_3599_DeiT_B.png,764
ori_23_IMAGENET_3599_DeiT_B.png,758
ori_24_IMAGENET_3599_DeiT_B.png,888
ori_25_IMAGENET_3599_DeiT_B.png,540
ori_26_IMAGENET_3599_DeiT_B.png,801
ori_27_IMAGENET_3599_DeiT_B.png,744
ori_28_IMAGENET_3599_DeiT_B.png,521
ori_29_IMAGENET_3599_DeiT_B.png,830
ori_30_IMAGENET_3599_DeiT_B.png,820
ori_31_IMAGENET_3599_DeiT_B.png,812
ori_32_IMAGENET_3599_DeiT_B.png,600
ori_33_IMAGENET_3599_DeiT_B.png,833
ori_34_IMAGENET_3599_DeiT_B.png,471
ori_35_IMAGENET_3599_DeiT_B.png,744
ori_36_IMAGENET_3599_DeiT_B.png,833
ori_37_IMAGENET_3599_DeiT_B.png,404
ori_38_IMAGENET_3599_DeiT_B.png,600
ori_39_IMAGENET_3599_DeiT_B.png,628
ori_40_IMAGENET_3599_DeiT_B.png,657
ori_41_IMAGENET_3599_DeiT_B.png,764
ori_42_IMAGENET_3599_DeiT_B.png,521
ori_43_IMAGENET_3599_DeiT_B.png,732
ori_44_IMAGENET_3599_DeiT_B.png,867
ori_45_IMAGENET_3599_DeiT_B.png,413
ori_46_IMAGENET_3599_DeiT_B.png,590
ori_47_IMAGENET_3599_DeiT_B.png,581
ori_48_IMAGENET_3599_DeiT_B.png,628
ori_49_IMAGENET_3599_DeiT_B.png,587
ori_50_IMAGENET_3599_DeiT_B.png,764
ori_51_IMAGENET_3599_DeiT_B.png,447
ori_52_IMAGENET_3599_DeiT_B.png,888
ori_53_IMAGENET_3599_DeiT_B.png,408
ori_54_IMAGENET_3599_DeiT_B.png,633
ori_55_IMAGENET_3599_DeiT_B.png,862
ori_56_IMAGENET_3599_DeiT_B.png,688
ori_57_IMAGENET_3599_DeiT_B.png,465
ori_58_IMAGENET_3599_DeiT_B.png,489
ori_59_IMAGENET_3599_DeiT_B.png,628
ori_60_IMAGENET_3599_DeiT_B.png,587
ori_61_IMAGENET_3599_DeiT_B.png,724
ori_62_IMAGENET_3599_DeiT_B.png,734
ori_63_IMAGENET_3599_DeiT_B.png,764
ori_64_IMAGENET_3599_DeiT_B.png,771
ori_65_IMAGENET_3599_DeiT_B.png,787
ori_66_IMAGENET_3599_DeiT_B.png,724
ori_67_IMAGENET_3599_DeiT_B.png,830
ori_68_IMAGENET_3599_DeiT_B.png,830
ori_69_IMAGENET_3599_DeiT_B.png,646
ori_70_IMAGENET_3599_DeiT_B.png,830
ori_71_IMAGENET_3599_DeiT_B.png,745
ori_72_IMAGENET_3599_DeiT_B.png,413
ori_73_IMAGENET_3599_DeiT_B.png,764
ori_74_IMAGENET_3599_DeiT_B.png,732
ori_75_IMAGENET_3599_DeiT_B.png,820
ori_76_IMAGENET_3599_DeiT_B.png,510
ori_77_IMAGENET_3599_DeiT_B.png,754
ori_78_IMAGENET_3599_DeiT_B.png,404
ori_79_IMAGENET_3599_DeiT_B.png,797
ori_80_IMAGENET_3599_DeiT_B.png,471
ori_81_IMAGENET_3599_DeiT_B.png,701
ori_82_IMAGENET_3599_DeiT_B.png,590
ori_83_IMAGENET_3599_DeiT_B.png,404
ori_84_IMAGENET_3599_DeiT_B.png,471
ori_85_IMAGENET_3599_DeiT_B.png,821
ori_86_IMAGENET_3599_DeiT_B.png,888
ori_87_IMAGENET_3599_DeiT_B.png,764
ori_88_IMAGENET_3599_DeiT_B.png,403
ori_89_IMAGENET_3599_DeiT_B.png,862
ori_90_IMAGENET_3599_DeiT_B.png,405
ori_91_IMAGENET_3599_DeiT_B.png,518
ori_92_IMAGENET_3599_DeiT_B.png,862
ori_93_IMAGENET_3599_DeiT_B.png,536
ori_94_IMAGENET_3599_DeiT_B.png,740
ori_95_IMAGENET_3599_DeiT_B.png,417
ori_96_IMAGENET_3599_DeiT_B.png,518
ori_97_IMAGENET_3599_DeiT_B.png,763
