index,filename,asr,l2_distortion,queries,ssim,psnr,orig_class,adv_class,total_time_seconds
0,images/image_000000.png,True,0.7693763375282288,4028,0.99170905,37.1514356105087,6,3,79.6
1,images/image_000001.png,True,2.5102152824401855,4031,0.9634759,26.879992216174273,9,2,79.6
2,images/image_000002.png,True,1.8044800758361816,4018,0.9748394,29.747170623927804,9,0,79.6
3,images/image_000003.png,True,0.9190042018890381,4209,0.9860377,35.60786205521035,4,2,79.6
4,images/image_000004.png,True,1.7343652248382568,4163,0.9770495,30.091401237388453,1,9,79.6
5,images/image_000005.png,True,1.5522348880767822,4212,0.9579393,31.055063359874357,1,9,79.6
6,images/image_000006.png,True,1.5763918161392212,4205,0.9708934,30.920928234471585,2,4,79.6
7,images/image_000007.png,True,2.05106258392334,4044,0.9660466,28.63463374157075,7,5,79.6
8,images/image_000008.png,True,1.034179449081421,4027,0.9848736,34.582294220448915,8,0,79.6
9,images/image_000009.png,True,1.3398866653442383,4036,0.9708689,32.33285048057935,3,4,79.6
10,images/image_000010.png,True,0.3692615330219269,4028,0.99226063,43.52753055551888,4,6,79.6
11,images/image_000011.png,True,1.3739759922027588,4028,0.98857355,32.114629331058914,7,3,79.6
12,images/image_000012.png,True,1.7729912996292114,4013,0.9538889,29.90008035248283,7,0,79.6
13,images/image_000013.png,True,1.7186576128005981,4041,0.98226213,30.170424736874594,2,1,79.6
14,images/image_000014.png,True,1.9182344675064087,4009,0.97082233,29.21617820571472,9,0,79.6
15,images/image_000015.png,True,2.6380269527435303,4095,0.8733018,26.448628082526938,9,0,79.6
16,images/image_000016.png,True,0.5645710229873657,4060,0.9965589,39.83984020162538,9,8,79.6
17,images/image_000017.png,True,0.37182149291038513,4013,0.9969752,43.467522353108244,3,6,79.6
18,images/image_000018.png,True,1.0001024007797241,4139,0.98341966,34.8733223891325,2,6,79.6
19,images/image_000019.png,True,0.49994486570358276,4030,0.99718434,40.89576973554194,6,1,79.6
20,images/image_000020.png,True,0.884928822517395,4208,0.9921603,35.93604511438365,4,5,79.6
21,images/image_000021.png,True,0.8707125186920166,4140,0.9603546,36.07671587883286,3,5,79.6
22,images/image_000022.png,True,1.0128045082092285,4180,0.9834916,34.7636989380891,6,2,79.6
23,images/image_000023.png,True,0.932633101940155,4072,0.9797248,35.479995734163104,6,4,79.6
24,images/image_000024.png,True,2.0732271671295166,4182,0.96565986,28.541273569473518,2,3,79.6
25,images/image_000025.png,True,0.8680849075317383,4022,0.9914754,36.102967890123296,6,2,79.6
26,images/image_000026.png,True,0.7436482310295105,4017,0.9877074,37.44686138469894,3,5,79.6
27,images/image_000027.png,True,0.5469521880149841,4041,0.99641657,40.11522495007994,5,6,79.6
28,images/image_000028.png,True,0.6628376245498657,4057,0.9948592,38.44606901430004,4,3,79.6
29,images/image_000029.png,True,1.360219120979309,4200,0.98606783,32.20203473207677,0,8,79.6
30,images/image_000030.png,True,1.4026623964309692,4177,0.9716697,31.935149058171135,0,6,79.6
31,images/image_000031.png,True,0.7444217801094055,4053,0.99178,37.437830457046346,9,8,79.6
32,images/image_000032.png,True,1.6297600269317627,4133,0.9791538,30.63173881418369,1,9,79.6
33,images/image_000033.png,True,0.7208384871482849,4071,0.99278975,37.71745241819609,3,6,79.6
34,images/image_000034.png,True,1.283621907234192,4013,0.97036076,32.705469844240596,4,2,79.6
35,images/image_000035.png,True,1.6865190267562866,4124,0.9271534,30.334387730568693,0,9,79.6
36,images/image_000036.png,True,1.2698951959609985,4185,0.98046976,32.79885480432649,3,5,79.6
37,images/image_000037.png,True,0.9302827715873718,4158,0.9846286,35.50191231104092,7,5,79.6
38,images/image_000038.png,True,1.0155893564224243,4181,0.99421006,34.739849533699065,3,7,79.6
39,images/image_000039.png,True,0.458040326833725,4168,0.99785405,41.65613803116037,3,4,79.6
40,images/image_000040.png,True,0.7071680426597595,4044,0.99629164,37.88375975508815,5,6,79.6
41,images/image_000041.png,True,2.7757670879364014,4014,0.8800125,26.00655112788268,2,9,79.6
42,images/image_000042.png,True,0.6648877859115601,4212,0.9837658,38.419244611452214,2,7,79.6
43,images/image_000043.png,True,2.4913790225982666,4028,0.9383022,26.945416136594375,7,0,79.6
44,images/image_000044.png,True,1.520098090171814,4061,0.9777544,31.23677994779788,1,9,79.6
45,images/image_000045.png,True,1.3279577493667603,4029,0.9725693,32.41052708243971,1,9,79.6
46,images/image_000046.png,True,1.4957319498062134,4062,0.9805824,31.377136585093083,1,9,79.6
47,images/image_000047.png,True,0.721193253993988,4058,0.9756272,37.71317867157394,2,8,79.6
48,images/image_000048.png,True,0.4419260025024414,4065,0.9963925,41.967221277907775,2,4,79.6
49,images/image_000049.png,False,inf,100,nan,nan,0,0,79.6
50,images/image_000050.png,True,1.1388425827026367,4088,0.974662,33.744937972200255,9,8,79.6
51,images/image_000051.png,True,0.47389844059944153,4056,0.99702996,41.36050651830199,5,3,79.6
52,images/image_000052.png,True,1.0878267288208008,4013,0.9906354,34.14301759028695,7,2,79.6
53,images/image_000053.png,True,1.068643569946289,4085,0.9881217,34.29755474694179,9,0,79.6
54,images/image_000054.png,True,1.2329459190368652,4208,0.93542004,33.05533133203539,2,6,79.6
55,images/image_000055.png,True,1.6962640285491943,4187,0.9783449,30.284343074575375,2,9,79.6
56,images/image_000056.png,True,0.9472655653953552,4141,0.98733777,35.34477688984608,5,2,79.6
57,images/image_000057.png,True,1.1298725605010986,4077,0.9744951,33.813623087591175,2,6,79.6
58,images/image_000058.png,True,0.7507853507995605,4058,0.968388,37.36389667991675,4,7,79.6
59,images/image_000059.png,True,0.9933364391326904,4006,0.99068457,34.932285057336905,3,9,79.6
60,images/image_000060.png,True,1.3214759826660156,4116,0.989465,32.45302720387321,1,9,79.6
61,images/image_000061.png,True,1.5166364908218384,4197,0.98127025,31.256582354740754,1,9,79.6
62,images/image_000062.png,True,1.0962893962860107,4044,0.95479083,34.075707821810454,8,0,79.6
63,images/image_000063.png,True,1.2954970598220825,4194,0.976512,32.62548405698985,2,9,79.6
64,images/image_000064.png,True,1.0911626815795898,4106,0.9905402,34.11642163386346,1,9,79.6
65,images/image_000065.png,True,1.737776517868042,4020,0.984467,30.074333458137602,1,8,79.6
66,images/image_000066.png,True,0.8328675031661987,4027,0.98262876,36.46269353343587,4,7,79.6
67,images/image_000067.png,True,0.752389132976532,4063,0.9923962,37.34536130541995,9,8,79.6
68,images/image_000068.png,True,2.602418899536133,4222,0.9530117,26.56666795741745,7,2,79.6
69,images/image_000069.png,True,1.765885353088379,4047,0.9160242,29.934961763046473,8,0,79.6
70,images/image_000070.png,True,1.1329158544540405,4178,0.9853165,33.79025910742633,5,2,79.6
71,images/image_000071.png,True,0.5674300193786621,4146,0.9982281,39.79596551864314,9,1,79.6
72,images/image_000072.png,True,0.9628000259399414,4029,0.99308735,35.20349053573998,6,2,79.6
73,images/image_000073.png,True,0.7070866823196411,4057,0.99055606,37.88475965724601,7,9,79.6
74,images/image_000074.png,True,0.7689775824546814,4006,0.99509233,37.15593849311105,3,4,79.6
75,images/image_000075.png,True,0.8050599694252014,4032,0.9897001,36.75764744401603,1,9,79.6
76,images/image_000076.png,True,2.436367988586426,4084,0.95773715,27.139354277792883,9,0,79.6
77,images/image_000077.png,True,2.952979326248169,4012,0.9033062,25.469003890082877,0,1,79.6
78,images/image_000078.png,True,0.46392226219177246,4165,0.9984034,41.54530787026203,3,7,79.6
79,images/image_000079.png,True,1.6927038431167603,4047,0.9883759,30.302592802869608,1,9,79.6
80,images/image_000080.png,True,0.18256601691246033,4022,0.99908763,49.64581319499828,3,5,79.6
