index,filename,asr,l2_distortion,queries,ssim,psnr,orig_class,adv_class,total_time_seconds
0,images/ILSVRC2012_val_00000089.JPEG,True,30.471132278442383,4110,0.8076536,22.098401056636867,487,531,528.9
1,images/ILSVRC2012_val_00000118.JPEG,True,14.893506050109863,4013,0.9534094,28.3162339781315,646,506,528.9
2,images/ILSVRC2012_val_00000119.JPEG,True,9.426559448242188,4043,0.9366887,32.28910923156748,851,664,528.9
3,images/ILSVRC2012_val_00000143.JPEG,True,12.314641952514648,4028,0.89395684,29.967737140285404,771,549,528.9
4,images/ILSVRC2012_val_00000149.JPEG,True,25.217744827270508,4014,0.6624453,23.742048418481442,590,800,528.9
5,images/ILSVRC2012_val_00000158.JPEG,True,11.085066795349121,4201,0.95279497,30.881406493283556,763,758,528.9
6,images/ILSVRC2012_val_00000160.JPEG,True,24.76573371887207,4084,0.85912997,23.899148659203743,646,912,528.9
7,images/ILSVRC2012_val_00000168.JPEG,True,2.424405574798584,4149,0.9898386,44.084067226155426,666,659,528.9
8,images/ILSVRC2012_val_00000187.JPEG,True,8.893136024475098,4043,0.9016366,32.79507417444691,867,864,528.9
9,images/ILSVRC2012_val_00000194.JPEG,True,7.391557693481445,4058,0.94721097,34.40145382099282,771,707,528.9
10,images/ILSVRC2012_val_00000232.JPEG,True,1.2419313192367554,4046,0.99565315,49.894221407491415,819,546,528.9
11,images/ILSVRC2012_val_00000244.JPEG,True,0.7584635615348816,4013,0.99936277,54.17747850018501,862,587,528.9
12,images/ILSVRC2012_val_00000257.JPEG,True,8.276857376098633,4058,0.93748933,33.41886374337247,487,761,528.9
13,images/ILSVRC2012_val_00000265.JPEG,True,0.2964840233325958,4121,0.9998451,62.33614730569354,507,695,528.9
14,images/ILSVRC2012_val_00000268.JPEG,True,4.5659990310668945,4056,0.9847259,38.585456979916096,413,652,528.9
15,images/ILSVRC2012_val_00000271.JPEG,True,7.226408004760742,4043,0.9566565,34.59772336106959,821,442,528.9
16,images/ILSVRC2012_val_00000275.JPEG,True,3.360058069229126,4042,0.97946054,41.24923749554323,761,941,528.9
17,images/ILSVRC2012_val_00000289.JPEG,True,8.900179862976074,4219,0.9485515,32.788197755293055,403,832,528.9
18,images/ILSVRC2012_val_00000290.JPEG,True,1.5425313711166382,4073,0.9979077,48.0114930340726,826,531,528.9
19,images/ILSVRC2012_val_00000296.JPEG,True,3.649824380874634,4042,0.994216,40.53073343879994,718,498,528.9
20,images/ILSVRC2012_val_00000366.JPEG,True,8.589323997497559,4043,0.9423871,33.096993444674645,465,613,528.9
21,images/ILSVRC2012_val_00000369.JPEG,True,0.9126414656639099,4017,0.9992377,52.57016875915952,744,657,528.9
22,images/ILSVRC2012_val_00000392.JPEG,True,9.811476707458496,4014,0.9521141,31.941485530822558,471,730,528.9
23,images/ILSVRC2012_val_00000403.JPEG,True,16.073020935058594,4057,0.91469383,27.6542228129697,510,843,528.9
24,images/ILSVRC2012_val_00000452.JPEG,True,10.433547973632812,4059,0.92101383,31.407532407988477,734,569,528.9
25,images/ILSVRC2012_val_00000459.JPEG,True,13.065524101257324,4057,0.90578437,29.45363610174126,414,790,528.9
26,images/ILSVRC2012_val_00000468.JPEG,True,2.630983591079712,4013,0.98726815,43.37380987582998,657,744,528.9
27,images/ILSVRC2012_val_00000469.JPEG,True,1.303202509880066,4075,0.99859875,49.47593472393941,889,645,528.9
28,images/ILSVRC2012_val_00000473.JPEG,True,0.24938459694385529,4144,0.9999592,63.83878050853107,758,473,528.9
29,images/ILSVRC2012_val_00000475.JPEG,True,19.764936447143555,4042,0.90304875,25.858264378886307,888,971,528.9
30,images/ILSVRC2012_val_00000504.JPEG,True,21.710046768188477,4008,0.88043755,25.042957176103325,540,645,528.9
31,images/ILSVRC2012_val_00000508.JPEG,True,9.284589767456055,4027,0.9375244,32.42091793736159,801,843,528.9
32,images/ILSVRC2012_val_00000515.JPEG,True,1.29045569896698,4047,0.9978328,49.56131144760063,744,657,528.9
33,images/ILSVRC2012_val_00000534.JPEG,True,1.9513311386108398,4222,0.99760485,45.96955367882474,926,521,528.9
34,images/ILSVRC2012_val_00000535.JPEG,True,9.725728988647461,4027,0.9316035,32.01772916461757,830,865,528.9
35,images/ILSVRC2012_val_00000544.JPEG,True,15.453495025634766,4029,0.9255252,27.99563876348897,820,569,528.9
36,images/ILSVRC2012_val_00000549.JPEG,True,1.6005743741989136,4060,0.99346846,47.690655760701084,485,541,528.9
37,images/ILSVRC2012_val_00000559.JPEG,True,13.715049743652344,4089,0.927133,29.032225376258076,812,540,528.9
38,images/ILSVRC2012_val_00000575.JPEG,True,2.1490776538848877,4018,0.99038726,45.13113059006656,600,517,528.9
39,images/ILSVRC2012_val_00000589.JPEG,True,1.3229442834854126,4124,0.998189,49.3453416279629,845,720,528.9
40,images/ILSVRC2012_val_00000595.JPEG,True,4.450966835021973,4058,0.9926707,38.80708542224694,833,758,528.9
41,images/ILSVRC2012_val_00000596.JPEG,True,5.219728469848633,4072,0.989618,37.423215237046854,471,856,528.9
42,images/ILSVRC2012_val_00000621.JPEG,True,4.079344272613525,4042,0.99041134,39.564365789594376,657,744,528.9
43,images/ILSVRC2012_val_00000623.JPEG,True,4.515485763549805,4027,0.98215723,38.68208385351552,833,510,528.9
44,images/ILSVRC2012_val_00000631.JPEG,True,18.949831008911133,4029,0.89411974,26.224066267566787,404,865,528.9
45,images/ILSVRC2012_val_00000636.JPEG,True,7.166982173919678,4016,0.9623491,34.669446459577514,600,611,528.9
46,images/ILSVRC2012_val_00000659.JPEG,True,1.2583359479904175,4073,0.99819773,49.78024086950599,803,920,528.9
47,images/ILSVRC2012_val_00000664.JPEG,True,1.562986135482788,4207,0.99869937,47.897070462766244,536,694,528.9
48,images/ILSVRC2012_val_00000667.JPEG,True,0.5220590233802795,4110,0.9997689,57.42178128912939,473,677,528.9
49,images/ILSVRC2012_val_00000700.JPEG,True,9.29824447631836,4027,0.9476213,32.40815350371379,657,812,528.9
50,images/ILSVRC2012_val_00000707.JPEG,True,0.31644541025161743,4132,0.99995947,61.77019688475727,886,454,528.9
51,images/ILSVRC2012_val_00000718.JPEG,True,16.60837173461914,4013,0.8751383,27.369631624193822,521,509,528.9
52,images/ILSVRC2012_val_00000730.JPEG,True,1.1583088636398315,4060,0.99784565,50.49968566118537,461,524,528.9
53,images/ILSVRC2012_val_00000765.JPEG,True,19.139678955078125,4102,0.88364404,26.137479799865364,732,478,528.9
54,images/ILSVRC2012_val_00000784.JPEG,True,10.689794540405273,4043,0.9366601,31.19678568197409,867,675,528.9
55,images/ILSVRC2012_val_00000790.JPEG,True,0.7282929420471191,4204,0.9996989,54.530050982167204,413,764,528.9
56,images/ILSVRC2012_val_00000823.JPEG,True,2.153143882751465,4041,0.99359304,45.11471218976594,524,461,528.9
57,images/ILSVRC2012_val_00000835.JPEG,True,1.6976618766784668,4061,0.9981065,47.17914935223925,590,754,528.9
58,images/ILSVRC2012_val_00000852.JPEG,True,30.539608001708984,4028,0.86893845,22.078903876934135,581,971,528.9
59,images/ILSVRC2012_val_00000868.JPEG,True,18.258413314819336,4044,0.838636,26.546912767416174,628,832,528.9
60,images/ILSVRC2012_val_00000887.JPEG,True,1.4050414562225342,4028,0.99474365,48.8223898461239,902,563,528.9
61,images/ILSVRC2012_val_00000894.JPEG,True,0.6666352152824402,4200,0.9994183,55.298408327045635,764,413,528.9
62,images/ILSVRC2012_val_00000917.JPEG,True,2.1231577396392822,4013,0.99259716,45.23652740266586,447,872,528.9
63,images/ILSVRC2012_val_00000951.JPEG,True,13.95179557800293,4029,0.8412407,28.883571113217613,888,565,528.9
64,images/ILSVRC2012_val_00000966.JPEG,True,14.878274917602539,4028,0.840298,28.32512147718909,780,871,528.9
65,images/ILSVRC2012_val_00000998.JPEG,True,4.561575889587402,4030,0.99146813,38.5938749966774,847,586,528.9
66,images/ILSVRC2012_val_00000999.JPEG,True,1.7391804456710815,4058,0.997163,46.96928001408973,633,721,528.9
67,images/ILSVRC2012_val_00001008.JPEG,True,3.3543834686279297,4059,0.9874155,41.26391835888907,862,645,528.9
68,images/ILSVRC2012_val_00001016.JPEG,True,15.673694610595703,4012,0.9145829,27.87274513666453,688,800,528.9
69,images/ILSVRC2012_val_00001043.JPEG,True,0.9056434035301208,4028,0.99925756,52.637028131391865,615,465,528.9
70,images/ILSVRC2012_val_00001094.JPEG,True,5.905233383178711,4170,0.97062665,36.35143159635495,489,387,528.9
71,images/ILSVRC2012_val_00001106.JPEG,True,9.603935241699219,4205,0.9307403,32.127188940206196,628,510,528.9
72,images/ILSVRC2012_val_00001110.JPEG,True,8.40719985961914,4044,0.97235894,33.28314491747726,587,696,528.9
73,images/ILSVRC2012_val_00001111.JPEG,True,6.527695655822754,4015,0.88287157,35.48097517351071,724,780,528.9
74,images/ILSVRC2012_val_00001143.JPEG,True,8.688560485839844,4027,0.96491855,32.997216448321566,734,468,528.9
75,images/ILSVRC2012_val_00001157.JPEG,True,9.478693008422852,4072,0.9649594,32.24120387637794,764,877,528.9
76,images/ILSVRC2012_val_00001169.JPEG,True,18.311386108398438,4216,0.9000387,26.5217476495517,771,800,528.9
77,images/ILSVRC2012_val_00001173.JPEG,True,16.144573211669922,4013,0.7488398,27.61564194186373,787,892,528.9
78,images/ILSVRC2012_val_00001182.JPEG,True,27.721088409423828,4014,0.7576862,22.919967206927563,724,611,528.9
79,images/ILSVRC2012_val_00001196.JPEG,True,0.608509361743927,4090,0.9997886,56.090827846585675,830,652,528.9
80,images/ILSVRC2012_val_00001211.JPEG,True,2.309478521347046,4072,0.9965326,44.5058940879409,830,624,528.9
81,images/ILSVRC2012_val_00001227.JPEG,True,14.564538955688477,4043,0.8933305,28.51023820564313,646,971,528.9
82,images/ILSVRC2012_val_00001229.JPEG,True,17.959314346313477,4220,0.8774224,26.690378042550982,635,577,528.9
83,images/ILSVRC2012_val_00001235.JPEG,True,13.304938316345215,4043,0.9088343,29.295915425207543,830,509,528.9
84,images/ILSVRC2012_val_00001253.JPEG,True,0.8282435536384583,4186,0.9993406,53.41301217866913,732,897,528.9
85,images/ILSVRC2012_val_00001278.JPEG,True,0.45664966106414795,4198,0.99991125,58.584510333789055,523,971,528.9
86,images/ILSVRC2012_val_00001291.JPEG,True,6.648172855377197,4042,0.9687373,35.32212708577872,764,623,528.9
87,images/ILSVRC2012_val_00001298.JPEG,False,inf,100,nan,nan,732,0,528.9
88,images/ILSVRC2012_val_00001301.JPEG,True,3.479572296142578,4057,0.992758,40.94565544495622,820,912,528.9
89,images/ILSVRC2012_val_00001339.JPEG,True,13.536110877990723,4220,0.9340205,29.1462946288774,510,839,528.9
90,images/ILSVRC2012_val_00001346.JPEG,True,3.954188346862793,4219,0.98232585,39.835025911076215,485,571,528.9
91,images/ILSVRC2012_val_00001390.JPEG,True,6.665143966674805,4149,0.9736423,35.299982861276,404,701,528.9
92,images/ILSVRC2012_val_00001395.JPEG,True,7.675475597381592,4045,0.9073698,34.07406702382256,797,90,528.9
93,images/ILSVRC2012_val_00001399.JPEG,True,20.415851593017578,4180,0.9014587,25.57682293000667,471,695,528.9
94,images/ILSVRC2012_val_00001412.JPEG,True,0.08845438808202744,4065,0.9999838,72.84178556966735,563,826,528.9
95,images/ILSVRC2012_val_00001429.JPEG,True,2.8087692260742188,4057,0.9927559,42.805852221607736,598,632,528.9
96,images/ILSVRC2012_val_00001440.JPEG,True,17.94049835205078,4014,0.6231757,26.69948282179122,701,723,528.9
97,images/ILSVRC2012_val_00001456.JPEG,True,1.9499106407165527,4072,0.9963508,45.97587869388933,487,590,528.9
98,images/ILSVRC2012_val_00001506.JPEG,True,10.037625312805176,4028,0.9206397,31.743553864066104,404,908,528.9
99,images/ILSVRC2012_val_00001525.JPEG,True,3.4689745903015137,4013,0.98745996,40.972150485024834,744,657,528.9
TOTAL,,99/100,8.3313,4034,0.944,38.36,,,528.9
